ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
2121,2022,Brazil,Northeast,Barley,1417.15,26.27,2.718,10,54.98,22.31,41.46,34.58,Rotasi Tanaman,12.13
2122,1993,France,Grand Est,Wheat,2465.51,2.22,1.94,1,69.77,0.88,10.77,45.66,Rotasi Tanaman,27.52
2123,1998,Canada,British Columbia,Corn,1615.5030597110344,28.24,3.078,7,27.39,40.37,85.26,42.59,Tanpa Adaptasi,14.36
2124,2010,Nigeria,South East,Cotton,1001.42,22.42,1.881,10,55.39457475380484,12.44,47.98,81.37,Tanpa Adaptasi,13.22
2125,2009,France,Nouvelle-Aquitaine,Sugarcane,2244.58,15.6,1.818,0,56.56,18.28,36.04,83.06,Tanaman Tahan Kekeringan,-1.97
2126,1998,Nigeria,South East,Cotton,1755.19,14.35,1.0,4,98.4,48.88,6.07,46.31,Rotasi Tanaman,27.55
2127,1999,Australia,Queensland,Wheat,2293.13,17.34,2.7,7,56.94,1.8,84.66,33.39,Pertanian Organik,-4.18
2128,2006,China,Central,Barley,2958.6,11.0,3.1,1,36.94,5.32,13.93,62.95,Rotasi Tanaman,11.76
2129,2002,India,West Bengal,Coffee,1006.93,18.11,1.7009999999999998,2,72.06,24.7,63.6,91.82,Tanpa Adaptasi,22.81
2130,2018,Australia,New South Wales,Barley,953.92,27.56,1.845,5,30.04,13.32,34.79,37.5,Tanpa Adaptasi,29.97
2131,1999,India,Maharashtra,Soybeans,2975.38,23.65,0.531,1,29.96,14.2,10.46,52.69,Pertanian Organik,-2.18
2132,1994,USA,West,Corn,1435.48,17.05,2.682,8,45.72,45.57,95.99,74.43,Manajemen Air,-1.96
2133,1997,Nigeria,North Central,Barley,2897.43,16.92,2.493,9,60.94,47.02,32.16,58.16,Tanaman Tahan Kekeringan,20.73
2134,1995,Canada,Quebec,Coffee,469.0,26.98,2.871,1,98.27,11.67,88.91,79.2,Manajemen Air,16.99
2135,1990,Russia,Volga,Fruits,262.78,16.42,2.238219358974359,4,26.71,30.04,40.29,92.78,Pertanian Organik,3.82
2136,2018,Nigeria,South West,Fruits,1778.77,24.25,3.546,1,37.69,34.73,12.98,56.53,Tanaman Tahan Kekeringan,12.65
2137,2004,Australia,New South Wales,Vegetables,924.48,21.97,3.213,9,15.09,0.48,16.45,95.77,Manajemen Air,23.53
2138,2009,Nigeria,North West,Barley,2225.55,28.09,1.764,7,38.93,16.6,1.03,78.78,Pertanian Organik,2.39
2139,2017,Nigeria,South West,Wheat,2334.42,4.04,3.9,0,42.11,7.5,87.9,57.82,Rotasi Tanaman,17.94
2140,2008,Nigeria,North West,Vegetables,507.65,18.59,1.368,1,64.75,14.38,51.48,62.07,Manajemen Air,12.86
2141,1991,China,North,Vegetables,1456.66,16.4,1.791,4,86.49,30.54,53.49,59.54,Tanaman Tahan Kekeringan,33.32
2142,1999,India,Punjab,Barley,2114.27,4.47,2.84,4,85.91,48.25,31.54,77.9,Tanpa Adaptasi,21.03
2143,2021,Nigeria,North Central,Wheat,1309.44,8.23,2.34,4,32.91,14.53,44.76,89.63,Pertanian Organik,28.38
2144,2003,Russia,Siberian,Soybeans,1597.38,28.28,2.133,5,21.35,38.92,56.43,32.91,Tanaman Tahan Kekeringan,-4.27
2145,2004,Australia,Queensland,Coffee,2413.49,5.78,1.1,2,81.01,31.54,62.42,35.8,Tanaman Tahan Kekeringan,1.58
2146,2020,France,Provence-Alpes-Cote d’Azur,Barley,2327.14,7.21,1.42,8,18.05,1.97,6.31,50.73,Rotasi Tanaman,-0.82
2147,2008,Nigeria,North Central,Coffee,2530.29,29.23,2.151,10,34.18,42.57,32.9,64.25,Tanaman Tahan Kekeringan,4.34
2148,1991,France,Grand Est,Coffee,2575.26,9.91,2.61,6,39.83,37.42,77.53,30.39,Pertanian Organik,5.32
2149,2002,Argentina,Northwest,Sugarcane,2315.61,22.92,3.519,9,59.73,48.29,60.07,40.83,Tanpa Adaptasi,28.0
2150,2013,Argentina,Northeast,Barley,2751.96,17.01,3.744,7,70.03,49.58,45.4,37.2,Rotasi Tanaman,19.25
2151,1996,Canada,Quebec,Corn,2443.72,13.53,1.29,1,77.46,8.99,57.54,52.91,Rotasi Tanaman,9.04
2152,2012,India,West Bengal,Barley,1902.23,5.3,2.98,1,93.9,19.87,94.08,44.96,Tanaman Tahan Kekeringan,34.77
2153,2016,Brazil,Southeast,Soybeans,530.53,1.58,1.98,0,73.21,10.08,16.6,59.88,Manajemen Air,2.47
2154,1994,Canada,British Columbia,Sugarcane,604.9,29.7,4.284,7,12.45,16.22,24.43,90.58,Rotasi Tanaman,14.91
2155,1990,Canada,Quebec,Corn,739.72,5.03,3.27,8,13.92,5.8,9.44,44.82,Rotasi Tanaman,15.3
2156,2023,Nigeria,North Central,Vegetables,389.31,6.22,4.131,10,47.78,37.06,5.86,63.85,Manajemen Air,13.36
2157,2016,Argentina,Patagonia,Sugarcane,691.72,11.84,1.28,2,94.4,45.52,91.18,77.32,Manajemen Air,-0.47
2158,1991,Canada,British Columbia,Coffee,2581.37,9.33,3.25,0,86.12,1.42,84.34,48.97,Tanpa Adaptasi,27.97
2159,2014,China,South,Coffee,1547.72,10.25,2.76,10,64.27,43.66,15.93,75.36,Tanpa Adaptasi,0.28
2160,2009,Russia,Siberian,Vegetables,572.95,17.77,2.25,5,55.39457475380484,37.62,69.39,89.77,Pertanian Organik,32.91
2161,2016,China,North,Cotton,2743.78,11.78,1.3,6,95.17,2.25,1.18,94.25,Rotasi Tanaman,3.78
2162,2007,Argentina,Pampas,Vegetables,1178.85,25.98,3.591,5,20.14,33.17,66.23,81.31,Pertanian Organik,31.87
2163,2022,USA,Northeast,Vegetables,1377.79,25.37,3.33,3,72.8,48.66,6.76,81.7,Manajemen Air,32.44
2164,2001,Canada,Prairies,Barley,1595.2,20.87,2.277,2,60.95,16.27,32.71,94.75,Rotasi Tanaman,-1.9
2165,1990,France,Nouvelle-Aquitaine,Fruits,448.48,29.26,1.719,3,97.43,26.96,47.95,95.49,Tanaman Tahan Kekeringan,17.19
2166,1991,Australia,Western Australia,Corn,2001.52,21.87,4.212,6,15.63,29.35,20.25,82.63,Tanpa Adaptasi,18.69
2167,2000,Australia,New South Wales,Soybeans,672.06,11.96,3.66,4,42.33,15.68,45.63,82.63,Pertanian Organik,14.51
2168,2012,China,South,Wheat,1080.6,11.71,3.62,0,19.7,40.61,87.68,41.6,Tanaman Tahan Kekeringan,30.03
2169,2006,India,West Bengal,Soybeans,2479.32,20.77,1.395,9,39.23,33.87,64.9,53.95,Manajemen Air,11.63
2170,2008,Canada,Ontario,Barley,1638.13,27.07,1.692,5,10.74,19.44,12.26,49.48,Tanaman Tahan Kekeringan,12.09
2171,2012,China,South,Corn,2985.74,11.05,3.25,3,34.38,33.75,88.65,68.25,Pertanian Organik,12.69
2172,1990,USA,South,Fruits,1835.15,13.23,3.75,5,58.47,3.26,68.67,55.16,Manajemen Air,25.43
2173,2012,France,Grand Est,Soybeans,284.99,9.03,2.052,1,18.71,42.65,22.71,55.27,Pertanian Organik,25.26
2174,1998,Canada,British Columbia,Wheat,900.52,11.81,2.56,8,88.21,49.69,17.68,80.1,Pertanian Organik,-2.94
2175,1994,China,North,Wheat,463.25,10.62,1.557,7,71.63,28.73,84.75,50.25,Manajemen Air,20.28
2176,2012,France,Ile-de-France,Wheat,1823.75,20.63,2.79,5,32.57,1.07,77.15,37.51,Rotasi Tanaman,22.65
2177,2017,Canada,British Columbia,Wheat,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Manajemen Air,4.04
2178,2018,France,Provence-Alpes-Cote d’Azur,Soybeans,364.47,11.81,1.089,3,33.08,12.62,87.75,72.11,Pertanian Organik,5.46
2179,2012,USA,West,Rice,1615.5030597110344,9.3,2.51,3,80.9,21.61,26.68,90.6,Tanpa Adaptasi,20.67
2180,1994,USA,Midwest,Vegetables,487.87,28.38,1.116,2,94.87,40.67,71.41,39.28,Manajemen Air,8.95
2181,2003,Russia,Volga,Cotton,2030.02,6.47,2.84,8,24.68,49.42,5.74,98.83,Tanaman Tahan Kekeringan,1.78
2182,2013,Nigeria,North West,Cotton,818.91,16.35,2.907,0,61.91,5.69,15.27,99.82,Tanpa Adaptasi,31.88
2183,1992,India,Tamil Nadu,Corn,291.26,15.81,1.341,7,47.6,31.99,34.2,36.73,Tanaman Tahan Kekeringan,7.64
2184,2016,Russia,Siberian,Soybeans,1858.13,10.03,4.76,3,89.75,19.3,87.16,59.3,Pertanian Organik,18.14
2185,2009,Russia,Central,Fruits,2713.36,3.4,4.31,1,67.18,24.77,34.96,64.71,Pertanian Organik,13.2
2186,2022,China,East,Fruits,1334.58,3.48,2.15,9,32.59,47.95,91.05,68.55,Pertanian Organik,15.91
2187,2019,China,North,Soybeans,2056.06,17.22,0.783,0,44.53,47.98,79.37,43.22,Manajemen Air,0.35
2188,2023,Argentina,Northeast,Barley,2834.04,18.85,3.132,3,76.47,38.48,88.8,42.79,Rotasi Tanaman,26.31
2189,2009,India,Maharashtra,Wheat,495.99,19.9,2.232,2,25.36,9.6,39.13,73.34,Tanaman Tahan Kekeringan,23.67
2190,2012,Argentina,Patagonia,Soybeans,2453.34,0.52,2.32,8,94.18,49.47,47.99,59.56,Rotasi Tanaman,7.18
2191,2024,Argentina,Northwest,Cotton,2987.46,16.78,2.97,0,34.24,46.91,15.65,48.59,Tanpa Adaptasi,27.27
2192,1999,China,South,Corn,2591.32,21.22,0.774,10,44.73,16.54,26.4,75.34,Tanaman Tahan Kekeringan,-3.43
2193,2008,Argentina,Northwest,Cotton,894.98,29.62,2.529,1,25.03,23.88,43.28,60.85,Tanaman Tahan Kekeringan,19.18
2194,1993,Brazil,North,Wheat,2910.07,7.41,0.66,2,80.12,26.73,63.88,87.5,Manajemen Air,-4.27
2195,1998,India,Punjab,Barley,2799.83,23.12,1.098,0,64.3,42.75,17.93,77.55,Tanaman Tahan Kekeringan,28.23
2196,1999,Argentina,Northwest,Fruits,2031.04,20.23,3.492,4,65.31,8.42,6.93,82.79,Manajemen Air,23.03
2197,2008,France,Ile-de-France,Barley,626.03,6.47,2.44,1,58.64,24.6,62.7,44.59,Rotasi Tanaman,21.66
2198,1996,India,Tamil Nadu,Wheat,1896.87,4.49,4.77,9,89.2,24.85,43.11,69.6,Tanpa Adaptasi,19.32
2199,2002,Canada,Quebec,Vegetables,1615.5030597110344,26.72,0.774,7,51.09,45.21,77.83,94.3,Tanaman Tahan Kekeringan,9.73
2200,2014,Australia,Queensland,Corn,2193.64,5.46,2.94,10,85.63,42.07,46.25,94.66,Rotasi Tanaman,13.77
2201,2020,Nigeria,South West,Rice,1872.09,15.87,1.818,4,26.46,41.05,57.68,48.26,Manajemen Air,8.77
2202,2001,China,South,Fruits,2353.24,26.8,1.026,3,75.65,6.78,19.59,83.09,Pertanian Organik,5.07
2203,1994,USA,Northeast,Cotton,1338.12,20.57,1.512,5,80.99,36.58,50.25,94.75,Rotasi Tanaman,3.04
2204,2000,Canada,British Columbia,Wheat,1179.64,27.46,2.727,6,88.2,42.2,34.28,98.58,Rotasi Tanaman,30.74
2205,2004,Argentina,Northeast,Vegetables,2047.79,12.78,2.93,9,70.32,7.29,91.27,82.32,Rotasi Tanaman,8.31
2206,1994,Brazil,North,Wheat,742.13,1.24,3.53,10,32.67,2.83,60.63,79.38,Tanpa Adaptasi,28.38
2207,2006,India,West Bengal,Sugarcane,517.64,0.99,3.66,3,40.71,42.69,85.93,95.3,Pertanian Organik,13.16
2208,1993,Nigeria,North West,Rice,2123.63,3.37,1.5,10,73.54,36.15,21.27,81.22,Rotasi Tanaman,27.75
2209,2020,USA,West,Wheat,2394.76,16.09,1.296,1,90.73,11.71,23.63,58.25,Tanaman Tahan Kekeringan,0.48
2210,1991,USA,West,Coffee,2298.83,16.5,1.134,1,43.57,40.58,39.23,88.86,Manajemen Air,29.49
2211,1997,India,West Bengal,Rice,2539.83,2.42,1.88,9,71.96,47.03,14.43,91.98,Rotasi Tanaman,23.86
2212,2024,Argentina,Northeast,Coffee,2271.43,2.08,2.0,3,47.52,28.32,48.86,64.15,Tanaman Tahan Kekeringan,19.7
2213,2013,Russia,Siberian,Sugarcane,213.17,25.42,0.6930000000000001,9,77.26,48.63,53.19,90.59,Tanpa Adaptasi,-4.97
2214,2012,India,West Bengal,Wheat,755.36,15.11,1.332,4,95.4,40.97,3.14,82.39,Pertanian Organik,4.97
2215,1991,India,Maharashtra,Coffee,2060.12,15.07,1.503,2,87.1,6.97,38.14,87.96,Tanaman Tahan Kekeringan,2.91
2216,1990,Canada,Prairies,Cotton,2658.53,7.64,1.19,0,83.74,45.37,3.36,54.23,Rotasi Tanaman,26.64
2217,2019,Argentina,Northeast,Barley,325.28,25.53,1.215,10,59.59,12.28,41.22,97.92,Manajemen Air,0.25
2218,2014,Brazil,North,Vegetables,1399.96,2.38,3.56,10,79.9,35.01,0.42,67.89,Rotasi Tanaman,11.53
2219,1999,USA,West,Vegetables,2626.9,11.14,3.77,0,28.41,1.86,84.4,87.99,Rotasi Tanaman,15.76
2220,2017,Nigeria,North Central,Cotton,2298.79,20.59,1.53,9,44.55,20.88,16.19,61.68,Tanpa Adaptasi,6.68
2221,2024,India,Punjab,Coffee,1615.5030597110344,3.72,4.76,6,55.39457475380484,42.62,75.25,37.44,Tanpa Adaptasi,14.89
2222,2012,USA,West,Barley,1615.5030597110344,19.5,1.746,6,10.53,26.9,39.19,78.38,Tanaman Tahan Kekeringan,-1.22
2223,1997,Argentina,Patagonia,Vegetables,1302.95,23.33,2.988,5,75.15,0.25,2.76,82.94,Manajemen Air,15.73
2224,2000,Argentina,Pampas,Barley,2796.86,29.93,2.79,3,32.03,43.59,48.93,61.56,Tanpa Adaptasi,24.86
2225,1994,Canada,British Columbia,Corn,1850.55,7.3,2.7,1,38.0,10.34,41.97,77.35,Tanaman Tahan Kekeringan,30.96
2226,2000,Brazil,South,Cotton,2387.09,26.43,0.486,6,48.29,11.71,62.86,74.62,Manajemen Air,1.7
2227,2008,Brazil,South,Sugarcane,2970.42,13.72,3.85,8,26.13,17.48,28.94,80.56,Tanpa Adaptasi,15.29
2228,2021,China,North,Corn,2690.73,8.51,1.76,6,26.46,16.66,59.21,67.58,Tanpa Adaptasi,19.9
2229,1997,Argentina,Patagonia,Coffee,652.27,13.88,2.31,2,72.5,31.2,15.37,54.45,Tanaman Tahan Kekeringan,-3.47
2230,2011,Australia,Western Australia,Rice,484.25,7.59,3.15,5,55.96,1.8,90.73,76.25,Manajemen Air,26.83
2231,2020,China,North,Sugarcane,1330.95,18.86,0.9,1,54.23,25.08,81.28,89.49,Manajemen Air,30.22
2232,2003,Nigeria,North West,Sugarcane,1335.07,24.12,1.62,10,83.57,37.0,15.22,96.73,Rotasi Tanaman,1.06
2233,1991,USA,South,Cotton,2720.53,24.0,1.2060000000000002,3,83.8,28.41,55.43,43.89,Pertanian Organik,3.24
2234,2013,USA,West,Soybeans,2895.86,1.75,1.2,1,65.35,19.78,91.91,58.43,Tanpa Adaptasi,7.54
2235,2024,USA,Midwest,Cotton,809.93,29.79,3.1410000000000005,1,79.05,8.3,63.61,49.15,Pertanian Organik,10.52
2236,1994,Australia,New South Wales,Coffee,2712.82,19.55,2.268,1,22.5,12.81,66.1,87.39,Pertanian Organik,30.49
2237,1995,France,Provence-Alpes-Cote d’Azur,Coffee,1216.81,26.02,2.979,10,85.92,12.84,62.17,74.59,Pertanian Organik,30.11
2238,2024,Nigeria,South East,Rice,1906.34,12.95,2.238219358974359,6,40.92,38.52,69.34,84.86,Tanaman Tahan Kekeringan,-2.55
2239,2007,Canada,Ontario,Sugarcane,1755.68,23.91,2.646,5,64.31,2.72,37.82,81.99,Rotasi Tanaman,27.13
2240,2018,Russia,Siberian,Soybeans,1615.5030597110344,20.36,0.738,4,88.93,46.19,56.68,51.89,Pertanian Organik,1.88
2241,2021,Argentina,Northeast,Fruits,2805.17,6.1,2.238219358974359,10,49.47,44.79,19.71,92.41,Pertanian Organik,-3.43
2242,1991,Argentina,Northeast,Soybeans,2495.66,1.92,2.97,8,14.28,27.91,84.96,71.81,Tanaman Tahan Kekeringan,23.38
2243,1992,Canada,Prairies,Wheat,881.21,15.9,2.547,6,78.83,46.71,75.64,79.39,Rotasi Tanaman,3.29
2244,2013,Argentina,Northeast,Soybeans,1615.5030597110344,28.56,3.267,3,38.2,16.91,42.22,40.84,Tanpa Adaptasi,14.36
2245,2011,Brazil,South,Sugarcane,422.47,13.11,4.293,2,38.8,36.74,95.73,30.99,Tanaman Tahan Kekeringan,18.35
2246,2012,China,North,Wheat,1615.5030597110344,8.9,1.575,3,81.95,40.76,20.74,37.09,Pertanian Organik,4.62
2247,2000,Australia,Victoria,Vegetables,745.09,20.99,2.763,7,79.43,29.91,4.08,57.96,Tanaman Tahan Kekeringan,24.34
2248,2005,Russia,Central,Soybeans,412.99,22.02,1.593,3,77.98,25.68,19.69,94.98,Tanpa Adaptasi,11.23
2249,2017,Argentina,Northwest,Wheat,2064.14,23.73,1.836,2,56.09,32.9,71.71,70.88,Tanaman Tahan Kekeringan,20.1
2250,2018,France,Grand Est,Corn,2276.79,8.69,1.48,5,25.66,22.2,19.22,80.85,Rotasi Tanaman,24.7
2251,2020,USA,South,Barley,1934.26,24.5,1.656,7,64.37,6.28,72.84,99.35,Tanaman Tahan Kekeringan,5.99
2252,2021,China,South,Barley,2218.29,6.89,1.8,8,72.93,36.85,39.35,77.33,Tanaman Tahan Kekeringan,19.85
2253,1996,Russia,Northwestern,Wheat,616.88,2.22,2.61,10,20.4,21.71,4.33,33.69,Tanaman Tahan Kekeringan,14.65
2254,2001,Nigeria,South East,Vegetables,880.87,15.98,3.5730000000000004,10,51.01,16.43,64.69,48.17,Tanaman Tahan Kekeringan,14.15
2255,2017,USA,West,Vegetables,1204.36,0.55,1.39,6,20.32,24.63,89.65,65.45,Tanpa Adaptasi,1.96
2256,2018,Canada,Quebec,Coffee,2220.48,26.29,2.238219358974359,2,43.33,34.02,17.83,85.36,Tanaman Tahan Kekeringan,32.91
2257,2006,Nigeria,North Central,Rice,2740.61,4.02,3.08,0,64.48,34.43,23.02,96.03,Rotasi Tanaman,16.73
2258,2016,Argentina,Northwest,Sugarcane,1828.99,9.9,4.05,3,31.7,16.59,13.99,56.35,Tanpa Adaptasi,17.7
2259,2011,Australia,Western Australia,Soybeans,798.14,5.14,2.36,9,51.48,14.31,91.02,32.42,Pertanian Organik,1.57
2260,2003,Russia,Northwestern,Cotton,1729.6,16.28,2.385,9,36.28,47.56,77.03,31.97,Tanpa Adaptasi,31.67
2261,1990,Russia,Central,Coffee,2567.68,24.32,2.52,0,98.83,25.77,21.2,57.98,Manajemen Air,-1.55
2262,1997,USA,Northeast,Barley,2272.05,24.64,2.934,9,68.75,31.16,38.53,97.49,Rotasi Tanaman,34.75
2263,2001,Russia,Volga,Fruits,321.85,4.3,3.0330000000000004,3,17.78,28.87,83.0,62.95,Rotasi Tanaman,31.2
2264,2006,USA,Midwest,Vegetables,2672.74,27.56,1.476,8,77.25,10.81,98.29,77.04,Tanaman Tahan Kekeringan,-4.04
2265,1991,Brazil,North,Fruits,1251.43,28.72,2.241,4,85.85,18.26,89.93,86.58,Rotasi Tanaman,5.27
2266,2007,China,North,Vegetables,2123.84,16.16,1.1700000000000002,10,92.55,3.77,74.77,64.74,Tanaman Tahan Kekeringan,32.21
2267,2019,Russia,Siberian,Rice,1726.56,26.39,1.629,5,75.76,4.39,67.29,63.89,Tanaman Tahan Kekeringan,-1.27
2268,2020,Canada,Prairies,Coffee,1778.42,3.55,2.29,9,65.49,2.29,20.74,80.65,Tanpa Adaptasi,4.46
2269,2011,India,Tamil Nadu,Barley,229.67,2.12,2.079,1,20.49,4.04,8.69,41.72,Tanpa Adaptasi,31.06
2270,1999,Nigeria,North West,Soybeans,249.05,24.85,0.468,9,12.25,33.87,15.91,43.3,Rotasi Tanaman,2.16
2271,2013,Nigeria,South West,Wheat,1258.04,11.47,2.238219358974359,5,36.6,20.35,24.62,74.39,Tanaman Tahan Kekeringan,5.5
2272,2010,Russia,Northwestern,Wheat,2633.19,7.28,3.58,8,17.6,15.68,57.08,57.06,Tanaman Tahan Kekeringan,10.25
2273,1996,Australia,Western Australia,Barley,1074.13,21.61,2.205,2,47.84,41.39,39.7,98.34,Pertanian Organik,3.91
2274,1993,Australia,Western Australia,Soybeans,1076.02,5.28,2.26,7,47.1,0.32,23.72,81.99,Rotasi Tanaman,13.12
2275,2004,France,Provence-Alpes-Cote d’Azur,Vegetables,1454.73,28.07,1.962,4,45.66,4.53,66.68,40.6,Tanpa Adaptasi,18.94
2276,2022,Brazil,North,Fruits,1304.68,21.67,2.421,5,72.06,49.81,26.21,55.81,Manajemen Air,12.88
2277,2006,Nigeria,South East,Fruits,1065.43,1.13,3.27,10,99.2,47.1,70.88,55.28,Pertanian Organik,31.71
2278,2015,Canada,Ontario,Corn,378.33,14.43,0.954,10,67.7,7.6,25.48,72.8,Manajemen Air,2.73
2279,2024,Nigeria,South East,Cotton,269.37,18.54,1.7009999999999998,6,97.24,8.96,17.61,66.89,Tanaman Tahan Kekeringan,7.79
2280,2013,India,Maharashtra,Fruits,1649.59,17.96,1.305,4,23.02,6.77,85.77,92.34,Tanaman Tahan Kekeringan,2.6
2281,2019,France,Grand Est,Fruits,480.6,27.28,1.935,0,80.26,39.5,4.98,62.98,Rotasi Tanaman,32.06
2282,1998,France,Nouvelle-Aquitaine,Cotton,1943.57,11.73,1.19,5,21.66,22.72,48.44,73.58,Tanaman Tahan Kekeringan,9.51
2283,2019,China,North,Wheat,1544.68,23.59,2.259,3,28.02,20.49,37.76,58.05,Manajemen Air,28.76
2284,2009,USA,Northeast,Soybeans,443.7,14.08,2.313,0,62.87,25.8,55.38,76.83,Manajemen Air,2.21
2285,2000,Canada,British Columbia,Fruits,1400.92,3.29,1.41,8,78.28,41.35,34.15,40.39,Tanpa Adaptasi,33.44
2286,2002,China,East,Vegetables,1358.67,3.03,3.42,0,67.58,28.06,21.01,57.11,Tanpa Adaptasi,23.82
2287,1998,Brazil,Southeast,Soybeans,1977.38,1.78,3.47,8,99.24,45.72,74.52,43.44,Pertanian Organik,21.45
2288,1991,France,Ile-de-France,Cotton,2268.54,9.93,2.35,1,40.43,14.82,7.08,69.96,Pertanian Organik,-1.18
2289,1990,China,East,Wheat,269.76,29.93,2.007,5,70.8,49.57,22.82,67.66,Rotasi Tanaman,15.42
2290,2012,Canada,Ontario,Soybeans,777.81,12.74,2.1,5,86.99,16.92,1.94,36.07,Rotasi Tanaman,26.63
2291,2007,Argentina,Northeast,Vegetables,955.6,11.57,2.238219358974359,2,88.8,34.05,0.95,68.76,Pertanian Organik,12.35
2292,2020,India,Tamil Nadu,Sugarcane,1201.23,6.12,1.11,7,88.52,36.49,47.21,71.17,Tanaman Tahan Kekeringan,27.63
2293,1992,India,Punjab,Corn,1943.98,9.13,3.22,2,99.28,23.8,74.34,54.04,Rotasi Tanaman,30.26
2294,2020,China,Central,Fruits,1403.68,11.05,2.238219358974359,6,33.83,2.23,83.76,78.45,Rotasi Tanaman,10.68
2295,2004,Australia,Victoria,Soybeans,2156.48,28.96,1.125,1,43.55,10.83,4.41,59.3,Rotasi Tanaman,32.86
2296,2023,Russia,Siberian,Fruits,2093.53,21.3,1.935,0,93.46,29.99,80.24,94.4,Pertanian Organik,27.61
2297,2008,India,Punjab,Fruits,2930.72,5.36,4.19,3,84.08,42.76,71.62,68.75,Pertanian Organik,13.19
2298,1991,Argentina,Northeast,Coffee,2520.48,29.26,2.871,9,73.09,0.88,19.87,53.76,Manajemen Air,29.38
2299,2021,USA,West,Cotton,1615.5030597110344,3.13,2.72,9,66.79,9.61,30.43,32.5,Tanpa Adaptasi,3.16
2300,2005,China,East,Wheat,2953.76,20.68,1.071,1,11.01,30.22,94.84,50.07,Tanpa Adaptasi,5.4
2301,2007,Brazil,South,Fruits,2713.81,4.12,2.84,3,34.6,31.97,93.71,98.38,Rotasi Tanaman,31.28
2302,2016,Argentina,Northwest,Vegetables,2779.99,18.14,1.62,2,48.45,46.44,60.92,53.34,Tanpa Adaptasi,14.03
2303,1995,China,Central,Barley,1734.05,10.39,1.8,6,67.56,49.02,78.6,63.89,Rotasi Tanaman,32.97
2304,1990,Argentina,Pampas,Soybeans,1020.09,1.04,0.94,8,30.57,40.92,17.3,57.83,Tanaman Tahan Kekeringan,29.81
2305,1992,China,North,Soybeans,2165.26,15.48,3.591,9,47.53,21.38,4.24,41.88,Pertanian Organik,24.82
2306,2002,Argentina,Pampas,Wheat,1615.5030597110344,26.76,1.629,6,76.5,28.19,19.75,63.01,Tanaman Tahan Kekeringan,34.61
2307,2014,Argentina,Patagonia,Vegetables,1377.47,17.43,2.817,3,10.01,36.22,14.25,62.07,Rotasi Tanaman,31.03
2308,2001,France,Nouvelle-Aquitaine,Fruits,1756.92,18.81,2.511,6,43.77,40.32,78.79,30.68,Rotasi Tanaman,-2.59
2309,2020,Argentina,Northeast,Fruits,1710.94,6.36,1.76,2,55.39457475380484,32.46,73.23,99.37,Tanpa Adaptasi,34.92
2310,1998,USA,West,Vegetables,1063.26,21.42,3.627,4,74.92,23.11,15.09,92.79,Pertanian Organik,19.29
2311,1998,Argentina,Northwest,Wheat,1368.34,6.68,1.6,0,54.0,21.79,30.88,69.85,Manajemen Air,8.06
2312,1991,Argentina,Patagonia,Soybeans,635.26,7.91,1.38,6,80.51,28.91,33.73,96.2,Tanpa Adaptasi,0.48
2313,2009,France,Nouvelle-Aquitaine,Cotton,2129.52,13.04,2.1,7,90.16,41.05,6.36,45.69,Tanaman Tahan Kekeringan,3.83
2314,2017,India,Tamil Nadu,Wheat,2814.06,18.28,1.2240000000000002,10,70.09,12.96,94.37,54.23,Tanpa Adaptasi,6.94
2315,2020,Australia,New South Wales,Sugarcane,1075.5,13.02,2.8,4,27.58,19.32,17.33,86.09,Tanaman Tahan Kekeringan,13.19
2316,1998,France,Nouvelle-Aquitaine,Barley,619.93,2.4,2.23,1,70.51,11.68,17.95,83.7,Rotasi Tanaman,11.77
2317,1998,Brazil,South,Wheat,2969.51,13.77,3.54,10,73.43,21.97,6.07,80.27,Rotasi Tanaman,26.42
2318,2008,China,North,Barley,2632.84,20.83,2.547,2,85.47,34.95,52.15,38.89,Rotasi Tanaman,22.2
2319,1994,Russia,Volga,Vegetables,1719.08,5.92,0.57,1,11.69,42.8,2.75,90.49,Manajemen Air,5.67
2320,2022,Brazil,Northeast,Wheat,1338.2,12.39,1.39,9,47.74,8.23,83.55,60.86,Tanaman Tahan Kekeringan,32.12
2321,2014,Nigeria,North West,Vegetables,1125.87,25.9,3.384,7,26.1,21.26,93.93,92.74,Tanpa Adaptasi,29.84
2322,2016,Canada,British Columbia,Coffee,1318.76,17.49,2.979,7,87.29,40.35,39.38,50.11,Pertanian Organik,32.2
2323,2010,China,North,Wheat,283.56,22.74,3.222,10,88.47,15.34,62.15,46.37,Manajemen Air,31.7
2324,1997,China,North,Barley,1615.5030597110344,23.1,2.9970000000000003,7,89.29,25.0,36.36,38.17,Manajemen Air,14.96
2325,2018,Canada,Ontario,Coffee,1134.57,24.68,2.151,9,76.21,44.62,57.43,57.04,Tanpa Adaptasi,26.72
2326,2012,USA,South,Soybeans,2561.33,25.47,2.25,2,41.33,3.61,99.55,57.69,Manajemen Air,1.37
